Motion Profile: Recording - 2138 2018.03.81
Left Output,Right Output,,Left Position,Right Position,,Left Velocity,Right Velocity

0,0,,0,0,,0,0,,
0,0,,0,0,,0,0,,
0,-0.083088954,,0,0,,0,0,,
0,-0.083088954,,0,0,,0,0,,
0.10459433,-0.083088954,,0,0,,0,0,,
0.10459433,-0.083088954,,0,0,,0,0,,
0.10459433,-0.083088954,,1.67E-04,-2.79E-05,,0.046529112,0,,
0.10459433,-0.083088954,,3.34E-04,-1.39E-04,,0.038458883,-0.044074592,,
0.10459433,-0.083088954,,5.85E-04,-4.46E-04,,0.040208623,-0.053993796,,
0.10459433,-0.083088954,,6.68E-04,-9.19E-04,,0.012920361,-0.046719369,,
0.10459433,-0.146627566,,6.68E-04,-0.00103045,,0.009080276,-0.05568747,,
0.10459433,-0.146627566,,7.52E-04,-0.00142035,,0.00942598,-0.074530006,,
0.167155425,-0.146627566,,8.08E-04,-0.0017824,,0.013094405,-0.075599742,,
0.167155425,-0.146627566,,8.36E-04,-0.0019495,,0.012969021,-0.0410162,,
0.167155425,-0.146627566,,8.91E-04,-0.0020052,,0.010652591,-0.019743722,,
0.167155425,-0.146627566,,9.75E-04,-0.00203305,,0.011935501,-0.012063392,,
0.167155425,-0.146627566,,0.001114,-0.00208875,,0.019951465,-0.006455501,,
0.167155425,-0.146627566,,0.00125325,-0.002228,,0.019214019,-0.019100526,,
0.167155425,-0.146627566,,0.00136465,-0.00231155,,0.022290923,-0.019599219,,
0.167155425,-0.146627566,,0.00142035,-0.00236725,,0.023895324,-0.020686133,,
0.167155425,-0.146627566,,0.0015596,-0.00247865,,0.024548259,-0.020571154,,
0.167155425,-0.146627566,,0.00164315,-0.0025622,,0.0235897,-0.023702884,,
0.167155425,-0.146627566,,0.00175455,-0.00270145,,0.023139638,-0.023598695,,
0.167155425,-0.146627566,,0.0018938,-0.002785,,0.026533286,-0.021585382,,
0.167155425,-0.146627566,,0.00208875,-0.0029521,,0.030791343,-0.022394436,,
0.167155425,-0.146627566,,0.0023394,-0.00314705,,0.030225743,-0.028381804,,
0.167155425,-0.146627566,,0.0024508,-0.0032863,,0.030481298,-0.035255396,,
0.167155425,-0.146627566,,0.0025622,-0.00342555,,0.034079263,-0.03849011,,
0.167155425,-0.217008798,,0.002785,-0.0036762,,0.038799108,-0.044367445,,
0.238514174,-0.217008798,,0.0029521,-0.0038433,,0.038086121,-0.042017124,,
0.238514174,-0.217008798,,0.0031192,-0.0040104,,0.038676527,-0.038512731,,
0.238514174,-0.217008798,,0.0032863,-0.00420535,,0.039250229,-0.042830504,,
0.238514174,-0.217008798,,0.0037876,-0.00470665,,0.048149029,-0.051602742,,
0.238514174,-0.217008798,,0.00403825,-0.00498515,,0.050190354,-0.059164055,,
0.238514174,-0.217008798,,0.0041218,-0.00509655,,0.048256444,-0.059958556,,
0.238514174,-0.217008798,,0.0043446,-0.00537505,,0.047482045,-0.060143069,,
0.238514174,-0.217008798,,0.0046231,-0.0056814,,0.051934732,-0.055732046,,
0.238514174,-0.217008798,,0.0048459,-0.00587635,,0.05740049,-0.052252633,,
0.238514174,-0.217008798,,0.0051244,-0.0061827,,0.056492305,-0.059437108,,
0.238514174,-0.217008798,,0.0055143,-0.0066283,,0.059635974,-0.059736708,,
0.238514174,-0.217008798,,0.00604345,-0.00710175,,0.07868343,-0.061134892,,
0.238514174,-0.272727273,,0.0064612,-0.0075195,,0.078500458,-0.086410177,,
0.238514174,-0.272727273,,0.0065169,-0.00760305,,0.078453467,-0.084624734,,
0.293255132,-0.272727273,,0.0069625,-0.0080765,,0.078464518,-0.08088876,,
0.293255132,-0.272727273,,0.00732455,-0.0084107,,0.080903446,-0.070321624,,
0.293255132,-0.272727273,,0.0076309,-0.0086892,,0.065979626,-0.059685499,,
0.293255132,-0.272727273,,0.0080765,-0.0090234,,0.095307353,-0.085129146,,
0.293255132,-0.272727273,,0.0086335,-0.0095804,,0.087496073,-0.095716802,,
0.293255132,-0.272727273,,0.0090791,-0.01010955,,0.0911583,-0.104856928,,
0.293255132,-0.257086999,,0.0096918,-0.0108058,,0.092321717,-0.100696014,,
0.293255132,-0.257086999,,0.010026,-0.01116785,,0.092130836,-0.096592387,,
0.277614858,-0.257086999,,0.0109172,-0.01205905,,0.107203002,-0.134589827,,
0.277614858,-0.257086999,,0.01105645,-0.01222615,,0.111965425,-0.139215196,,
0.277614858,-0.257086999,,0.01155775,-0.0128667,,0.108081886,-0.135407804,,
0.277614858,-0.257086999,,0.0120869,-0.0134237,,0.111707195,-0.091823277,,
0.277614858,-0.257086999,,0.01283885,-0.01400855,,0.119637008,-0.082491022,,
0.277614858,-0.257086999,,0.01361865,-0.0146491,,0.124720107,-0.123764026,,
0.277614858,-0.257086999,,0.0143706,-0.01545675,,0.114279852,-0.123750278,,
0.277614858,-0.257086999,,0.0145377,-0.01562385,,0.111144368,-0.120308872,,ElevatorScaleHigh
0.277614858,-0.257086999,,0.0151504,-0.0162644,,0.117896074,-0.117721653,,
0.277614858,-0.257086999,,0.01584665,-0.01690495,,0.130927896,-0.116393271,,
0.277614858,-0.257086999,,0.01634795,-0.0174898,,0.128377989,-0.152175398,,
0.277614858,-0.257086999,,0.01696065,-0.0182139,,0.128570604,-0.150306955,,
0.277614858,-0.257086999,,0.01779615,-0.0191051,,0.134695605,-0.119817155,,
0.277614858,-0.257086999,,0.0186038,-0.0197735,,0.143261317,-0.136930736,,
0.277614858,-0.257086999,,0.0193836,-0.02058115,,0.13303081,-0.140594434,,
0.277614858,-0.257086999,,0.0199406,-0.0210546,,0.143178459,-0.120146678,,
0.277614858,-0.249266862,,0.02085965,-0.02197365,,0.141658189,-0.163020414,,
0.277614858,-0.249266862,,0.02130525,-0.02253065,,0.136335822,-0.164829474,,
0.269794721,-0.249266862,,0.0218901,-0.0231712,,0.145241199,-0.154325691,,
0.269794721,-0.249266862,,0.0226142,-0.0238953,,0.154379157,-0.142010326,,
0.269794721,-0.249266862,,0.0237282,-0.02503715,,0.159736163,-0.155782408,,
0.269794721,-0.249266862,,0.0248422,-0.02609545,,0.158666857,-0.153633982,,
0.269794721,-0.257086999,,0.0253992,-0.0266246,,0.161168981,-0.14752036,,
0.269794721,-0.257086999,,0.0260676,-0.027293,,0.163271288,-0.165343228,,
0.269794721,-0.257086999,,0.0271259,-0.028407,,0.155250505,-0.162996562,,
0.269794721,-0.257086999,,0.0275158,-0.0287969,,0.168290656,-0.176056895,,
0.277614858,-0.257086999,,0.0282956,-0.02966025,,0.167242156,-0.188478132,,
0.277614858,-0.257086999,,0.0291311,-0.0305793,,0.164902672,-0.183843551,,
0.277614858,-0.257086999,,0.03038435,-0.03166545,,0.197307829,-0.151523395,,
0.277614858,-0.257086999,,0.03177685,-0.0329744,,0.179503706,-0.169172361,,
0.277614858,-0.257086999,,0.0322503,-0.03344785,,0.170206264,-0.176853469,,
0.277614858,-0.257086999,,0.032863,-0.03417195,,0.160646045,-0.199373602,,
0.277614858,-0.257086999,,0.0347568,-0.03628855,,0.193924624,-0.194585153,,
0.277614858,-0.257086999,,0.0349239,-0.03645565,,0.190835118,-0.192019305,,
0.277614858,-0.257086999,,0.0358708,-0.03723545,,0.195971501,-0.158059024,,
0.277614858,-0.257086999,,0.0370962,-0.03840515,,0.193638102,-0.184788919,,
0.277614858,-0.257086999,,0.0385444,-0.0399369,,0.181744025,-0.209556057,,
0.277614858,-0.257086999,,0.0398812,-0.0413294,,0.201119336,-0.214333814,,
0.277614858,-0.257086999,,0.04013185,-0.0416079,,0.198573975,-0.213553149,,
0.277614858,-0.257086999,,0.04130155,-0.0428333,,0.201866449,-0.207603429,,
0.277614858,-0.257086999,,0.04219275,-0.04364095,,0.207217262,-0.189940324,,
0.277614858,-0.257086999,,0.0431118,-0.04442075,,0.193621274,-0.176937738,,
