Motion Profile: Recording - 4425 2018.03.83,,,,,,,,,
Left Output,Right Output,,Left Position,Right Position,,Left Velocity,Right Velocity,,
0.214076246,-0.158357771,,0.48584325,0,,0.317514607,0,,
0.214076246,-0.158357771,,0.4870408,2.79E-05,,0.30528912,0,,
0.214076246,-0.210166178,,0.488489,0,,0.294280808,0,,
0.214076246,-0.210166178,,0.4921652,0,,0.250646867,0,,
0.214076246,-0.210166178,,0.4930564,0,,0.244969764,0,,
0.214076246,-0.210166178,,0.49403115,2.79E-05,,0.247858494,0,,
0.214076246,-0.210166178,,0.49481095,0,,0.261165162,0,,
0.443792766,-0.210166178,,0.49609205,0,,0.290975578,0,,
0.443792766,-0.210166178,,0.4977352,0,,0.338550372,0,,
0.443792766,-0.440860215,,0.4995176,0,,0.366507649,0,,
0.443792766,-0.440860215,,0.50260895,2.79E-05,,0.311303619,0,,
0.443792766,-0.440860215,,0.5048648,0,,0.304288446,0,,
0.443792766,-0.440860215,,0.5063687,0,,0.326829984,0,,
0.443792766,-0.440860215,,0.5067586,2.79E-05,,0.324734004,0,,
0.443792766,-0.440860215,,0.5089309,0,,0.291203764,0,,
0.443792766,-0.440860215,,0.50990565,0,,0.281953936,0,,
0.443792766,-0.440860215,,0.51140955,0,,0.374265076,0,,
0.443792766,-0.440860215,,0.51347045,0,,0.356251999,0,,
0.443792766,-0.440860215,,0.5160048,0,,0.368630046,0,,
0.443792766,-0.440860215,,0.51814925,0,,0.370161156,0,,
0.443792766,-0.440860215,,0.5194025,0,,0.368021143,0,,
0.443792766,-0.440860215,,0.5217976,2.79E-05,,0.370592149,0,,
0.585532747,-0.440860215,,0.5229116,0,,0.415516598,0,,
0.585532747,-0.582600196,,0.52628145,2.79E-05,,0.424866514,0,,
0.585532747,-0.582600196,,0.5269777,2.79E-05,,0.44391313,0,,
0.585532747,-0.582600196,,0.5288158,2.79E-05,,0.438496359,0,,
0.585532747,-0.582600196,,0.5351656,2.79E-05,,0.421650265,0,,
0.585532747,-0.582600196,,0.53630745,0,,0.427147239,0,,
0.585532747,-0.582600196,,0.53886965,0,,0.418796992,0,,
0.585532747,-0.582600196,,0.5400672,0,,0.458813839,0,,
0.585532747,-0.582600196,,0.54221165,0,,0.441712926,0,,
0.506353861,-0.502443793,,0.54438395,0,,0.429866872,0,,
0.506353861,-0.502443793,,0.54755885,0,,0.451286206,0,,
0.506353861,-0.502443793,,0.5512629,0,,0.447749196,0,,
0.506353861,-0.502443793,,0.55257185,2.79E-05,,0.463201663,0,,
0.506353861,-0.502443793,,0.55541255,0,,0.464069985,0,,
0.506353861,-0.502443793,,0.55697215,2.79E-05,,0.486994536,0,,
0.506353861,-0.502443793,,0.5598407,2.79E-05,,0.477496785,0,,
0.506353861,-0.502443793,,0.56131675,2.79E-05,,0.486675404,0,,
0.506353861,-0.502443793,,0.5634055,0,,0.500561672,0,,
0.506353861,-0.502443793,,0.56944895,0,,0.462816784,0,,
0.506353861,-0.502443793,,0.5710364,2.79E-05,,0.479242848,0,,
0.488758553,-0.502443793,,0.57351505,0,,0.472734988,0,,
0.488758553,-0.502443793,,0.57529745,0,,0.50395838,0,,
0.488758553,-0.484848485,,0.5768292,0,,0.497654679,0,,
0.488758553,-0.484848485,,0.57930785,0,,0.46994305,0,,
0.488758553,-0.484848485,,0.5817308,2.79E-05,,0.495111111,0,,
0.488758553,-0.484848485,,0.5854627,0,,0.48392702,0,,
0.488758553,-0.484848485,,0.58916675,0,,0.478316874,0,,
0.488758553,-0.484848485,,0.59067065,2.79E-05,,0.472334111,0,,
0.488758553,-0.484848485,,0.59373415,0,,0.506478745,0,,
0.488758553,-0.484848485,,0.5951545,2.79E-05,,0.507632718,0,,
0.488758553,-0.484848485,,0.5982737,0,,0.51007326,0,,
0.488758553,-0.484848485,,0.60019535,2.79E-05,,0.512066192,0,,
0.471163245,-0.467253177,,0.60242335,2.79E-05,,0.502254283,0,,
0.471163245,-0.467253177,,0.60977575,2.79E-05,,0.521657691,0,,
0.471163245,-0.467253177,,0.611586,0,,0.525100165,0,,
0.471163245,-0.467253177,,0.6133684,0,,0.52609209,0,,
0.471163245,-0.467253177,,0.6164319,2.79E-05,,0.520804114,0,,
0.315738025,-0.467253177,,0.6191055,0,,0.496545576,0,,
0.315738025,-0.467253177,,0.62058155,0,,0.487207522,0,,
0.315738025,-0.303030303,,0.62275385,0,,0.470240608,0,,
0.315738025,-0.303030303,,0.6279061,0,,0.501462975,0,,
0.315738025,-0.303030303,,0.63116455,0,,0.50521542,0,,
0.315738025,-0.303030303,,0.63289125,0,,0.489777973,0,,
0.315738025,-0.303030303,,0.6344787,2.79E-05,,0.495001111,0,,
0.315738025,-0.303030303,,0.6370409,0,,0.493575543,0,,
0.315738025,-0.303030303,,0.63968665,2.79E-05,,0.5037305,0,,
0.316715543,-0.284457478,,0.64185895,2.79E-05,,0.497321429,0,,
0.316715543,-0.284457478,,0.6440034,0,,0.519468408,0,,
0.316715543,-0.284457478,,0.6479581,2.79E-05,,0.506939704,0,,
0.316715543,-0.284457478,,0.65088235,2.79E-05,,0.504414761,0,,
0.316715543,-0.284457478,,0.65333315,0,,0.502254283,0,,
0.316715543,-0.284457478,,0.6560346,0,,0.501914846,0,,
0.352883675,-0.284457478,,0.6585411,2.79E-05,,0.509024446,0,,
0.352883675,-0.284457478,,0.6603235,0,,0.517657993,0,,
0.352883675,-0.248289345,,0.6625515,0,,0.510423826,0,,
0.352883675,-0.248289345,,0.67104575,2.79E-05,,0.51124369,0,,
0.352883675,-0.248289345,,0.67266105,2.79E-05,,0.511478421,0,,
0.352883675,-0.248289345,,0.67550175,2.79E-05,,0.496656264,0,,
0.352883675,-0.248289345,,0.67689425,0,,0.494781257,0,,
0.352883675,-0.248289345,,0.67895515,2.79E-05,,0.498657117,0,,
0.352883675,-0.174975562,,0.68157305,0,,0.518139535,0,,
0.373411535,-0.174975562,,0.68413525,2.79E-05,,0.520925883,0,,
0.373411535,-0.174975562,,0.6913484,2.79E-05,,0.523865507,0,,
0.373411535,-0.174975562,,0.69310295,0,,0.524358673,0,,
0.373411535,-0.174975562,,0.69494105,0,,0.525967894,0,,
0.373411535,-0.174975562,,0.69783745,0,,0.518621974,0,,
0.373411535,-0.174975562,,0.70095665,0,,0.508211679,0,,
0.373411535,-0.174975562,,0.70201495,2.79E-05,,0.520560748,0,,
0.367546432,-0.127077224,,0.70452145,0,,0.497321429,0,,
0.367546432,-0.127077224,,0.71042565,0,,0.508675799,0,,
0.367546432,-0.127077224,,0.71120545,2.79E-05,,0.528462998,0,,
0.367546432,-0.127077224,,0.71465885,0,,0.506133576,0,,
0.367546432,-0.127077224,,0.7175831,0,,0.52609209,0,,
0.411534702,-0.127077224,,0.7187528,0,,0.518742724,0,,
0.411534702,-0.127077224,,0.7210365,0,,0.538814994,0,,
0.411534702,-0.101661779,,0.72368225,0,,0.525967894,0,,
0.411534702,-0.101661779,,0.7269964,2.79E-05,,0.542488434,0,,
0.411534702,-0.101661779,,0.73159165,0,,0.526465028,0,,
0.411534702,-0.101661779,,0.73214865,2.79E-05,,0.551348676,0,,
0.411534702,-0.101661779,,0.73543495,0,,0.534677226,0,,
0.411534702,-0.101661779,,0.73844275,2.79E-05,,0.535319558,0,,
0.284457478,-0.101661779,,0.74033655,2.79E-05,,0.5331419,0,,
0.284457478,-0.101661779,,0.7425924,2.79E-05,,0.503275356,0,,
0.284457478,-0.263929619,,0.7450989,0,,0.48183391,0,,
0.284457478,-0.263929619,,0.748051,0,,0.467281879,0,,
0.284457478,-0.263929619,,0.753064,0,,0.491940826,0,,
0.284457478,-0.263929619,,0.7542337,0,,0.489240228,0,,
0.284457478,-0.263929619,,0.75637815,2.79E-05,,0.494891159,0,,
0.284457478,-0.263929619,,0.7587454,2.79E-05,,0.478316874,0,,
0.284457478,-0.263929619,,0.76055565,2.79E-05,,0.471235195,0,,
0.284457478,-0.263929619,,0.76295075,2.79E-05,,0.476271911,0,,
0.284457478,-0.263929619,,0.76529015,2.79E-05,,0.468953904,0,,
0.284457478,-0.263929619,,0.77147285,2.79E-05,,0.484032153,0,,
0.284457478,-0.263929619,,0.77258685,0,,0.480586713,0,,
0.284457478,-0.263929619,,0.77604025,0,,0.474648487,0,,
0.284457478,-0.263929619,,0.77754415,0,,0.484874864,0,,
0.299120235,-0.263929619,,0.7799114,0,,0.491398324,0,,
0.299120235,-0.263929619,,0.78177735,0,,0.486994536,0,,
0.299120235,-0.26686217,,0.7840332,0,,0.477701544,0,,
0.299120235,-0.26686217,,0.79041085,0,,0.48183391,0,,
0.299120235,-0.26686217,,0.79180335,2.79E-05,,0.48392702,0,,
1,-0.26686217,,0.79481115,2.79E-05,,0.611080636,0,,
1,-0.26686217,,0.79703915,0,,0.605599348,0,,
1,0.734115347,,0.80099385,2.79E-05,,0.659757181,0,,
1,0.734115347,,0.80277625,0,,0.67947545,0,,
1,0.734115347,,0.8060347,2.79E-05,,0.669069069,0,,
1,0.734115347,,0.80957165,0,,0.661716662,0,,
1,0.734115347,,0.81764815,2.79E-05,,0.689996903,0,,
1,0.734115347,,0.8200711,0,,0.69386484,0,,
1,0.734115347,,0.82422075,0,,0.680513134,0,,
1,0.734115347,,0.8261981,0,,0.674538299,0,,
1,0.734115347,,0.82839825,0,,0.659561871,0,,
1,0.734115347,,0.83162885,0,,0.668868208,0,,
1,0.786901271,,0.83497085,0,,0.706852792,0,,
1,0.786901271,,0.8451918,0,,0.721269019,0,,
1,0.786901271,,0.8461387,0,,0.75937287,0,,
1,0.786901271,,0.85078965,2.79E-05,,0.755254237,0,,
1,0.786901271,,0.8550507,2.79E-05,,0.779838992,0,,
1,0.786901271,,0.8595067,2.79E-05,,0.77847659,0,,
1,0.786901271,,0.86170685,2.79E-05,,0.760409556,0,,
1,0.848484848,,0.8654666,2.79E-05,,0.749411369,0,,
1,0.848484848,,0.8717607,2.79E-05,,0.733860343,0,,
1,0.848484848,,0.87696865,2.79E-05,,0.71570832,0,,
1,0.848484848,,0.8790017,2.79E-05,,0.701069855,0,,
1,0.848484848,,0.88242725,0,,0.691066998,0,,
1,0.848484848,,0.8870225,0,,0.634757835,0,,
1,0.848484848,,0.8881365,0,,0.640229885,0,,
1,0.617790811,,0.89083795,0,,0.62478968,0,,
0.936461388,0.617790811,,0.89379005,0,,0.599246907,0,,
0.936461388,0.617790811,,0.90086395,0,,0.621478382,0,,
0.936461388,0.617790811,,0.90342615,0,,0.650321074,0,,
0.936461388,0.617790811,,0.90604405,0,,0.661127596,0,,
0.936461388,0.617790811,,0.90877335,2.79E-05,,0.655486908,0,,
0.223851417,-0.112414467,,0.91077855,0,,0.635482031,0,,
0.223851417,-0.112414467,,0.91389775,2.79E-05,,0.596519411,0,,
0.223851417,-0.112414467,,0.9165992,0,,0.394965432,0,,
0.223851417,-0.112414467,,0.91930065,2.79E-05,,0.379298604,0,,
0.223851417,-0.112414467,,0.9233389,0,,0.448289738,0,,
0.223851417,-0.112414467,,0.9245643,2.79E-05,,0.417306612,0,,
0.223851417,-0.112414467,,0.9276278,0,,0.436178543,0,,
0.223851417,-0.112414467,,0.9281848,2.79E-05,,0.434307992,0,,
0.23655914,-0.112414467,,0.92999505,2.79E-05,,0.427475058,0,,
0.23655914,-0.112414467,,0.9321395,0,,0.429535377,0,,
0.23655914,-0.187683284,,0.93417255,2.79E-05,,0.415052161,0,,
0.23655914,-0.187683284,,0.93946405,0,,0.387680529,0,,
0.23655914,-0.187683284,,0.93990965,2.79E-05,,0.382095695,0,,
0.23655914,-0.187683284,,0.94169205,0,,0.360051713,0,,
0.23655914,-0.187683284,,0.944115,2.79E-05,,0.424542683,0,,
0.23655914,-0.187683284,,0.94586955,0,,0.417306612,0,,
0.23655914,-0.187683284,,0.947457,0,,0.399497938,0,,
0.23655914,-0.205278592,,0.9494065,0,,0.381768334,0,,
0.23655914,-0.205278592,,0.9545309,0,,0.409408306,0,,
0.23655914,-0.205278592,,0.95595125,0,,0.393987622,0,,
0.23655914,-0.205278592,,0.9573159,0,,0.392046454,0,,
0.23655914,-0.205278592,,0.9594882,2.79E-05,,0.385667301,0,,
0.232649071,-0.205278592,,0.96085285,0,,0.382883657,0,,
0.232649071,-0.205278592,,0.9626074,0,,0.382292382,0,,
0.232649071,-0.209188661,,0.9645569,0,,0.375843455,0,,
0.232649071,-0.209188661,,0.96686845,2.79E-05,,0.389034398,0,,
0.232649071,-0.209188661,,0.9700712,2.79E-05,,0.392184475,0,,
0.232649071,-0.209188661,,0.971965,2.79E-05,,0.391151685,0,,
0.232649071,-0.209188661,,0.97332965,0,,0.39384833,0,,
0.232649071,-0.209188661,,0.97533485,2.79E-05,,0.385333795,0,,
0.232649071,-0.209188661,,0.9766995,0,,0.381180496,0,,
0.232649071,-0.209188661,,0.9783148,2.79E-05,,0.384934347,0,,
0.232649071,-0.209188661,,0.98029215,0,,0.380919815,0,,
0.232649071,-0.209188661,,0.9826037,0,,0.388423989,0,,
0.232649071,-0.209188661,,0.9868926,0,,0.392529951,0,,
0.232649071,-0.209188661,,0.98758885,0,,0.39308398,0,,
0.232649071,-0.209188661,,0.9905688,2.79E-05,,0.382292382,0,,
0.232649071,-0.209188661,,0.9912929,2.79E-05,,0.375653347,0,,
0.223851417,-0.209188661,,0.99338165,2.79E-05,,0.374516726,0,,
0.223851417,-0.209188661,,0.99466275,2.79E-05,,0.375780064,0,,
0.223851417,-0.200391007,,0.99655655,0,,0.38693991,0,,
0.223851417,-0.200391007,,1.0018759,0,,0.366086099,0,,
0.223851417,-0.200391007,,1.0025443,2.79E-05,,0.367111551,0,,
0.223851417,-0.200391007,,1.00429885,0,,0.362984686,0,,
0.223851417,-0.200391007,,1.00674965,2.79E-05,,0.356138107,0,,
0.223851417,-0.200391007,,1.0080029,2.79E-05,,0.351530451,0,,
0.205278592,-0.183773216,,1.01020305,2.79E-05,,0.340516583,0,,
0.205278592,-0.183773216,,1.010955,2.79E-05,,0.351696922,0,,
0.205278592,-0.183773216,,1.01460335,0,,0.339996948,0,,
0.205278592,-0.183773216,,1.01633005,2.79E-05,,0.332537313,0,,
0.205278592,-0.183773216,,1.0174162,2.79E-05,,0.324876057,0,,
0.205278592,-0.183773216,,1.01816815,2.79E-05,,0.328565108,0,,
0.196480938,-0.183773216,,1.02017335,2.79E-05,,0.330661917,0,,
0.196480938,-0.183773216,,1.0224849,0,,0.338344723,0,,
0.196480938,-0.174975562,,1.023209,0,,0.33819065,0,,
0.196480938,-0.174975562,,1.02490785,0,,0.345640707,0,,
0.196480938,-0.174975562,,1.02908535,0,,0.33819065,0,,
0.196480938,-0.174975562,,1.0313412,2.79E-05,,0.326829984,0,,
0.196480938,-0.174975562,,1.032121,0,,0.326686217,0,,
0.196480938,-0.174975562,,1.03309575,0,,0.325302964,0,,
0.275659824,-0.174975562,,1.0347946,2.79E-05,,0.339117199,0,,
0.275659824,-0.255131965,,1.03654915,2.79E-05,,0.375463431,0,,
0.275659824,-0.255131965,,1.03838725,2.79E-05,,0.36063451,0,,
0.275659824,-0.255131965,,1.04317745,2.79E-05,,0.341246745,0,,
0.275659824,-0.255131965,,1.04412435,2.79E-05,,0.341665389,0,,
0.275659824,-0.255131965,,1.0456561,0,,0.331104176,0,,
0.275659824,-0.255131965,,1.0471043,0,,0.338807786,0,,
0.301075269,-0.255131965,,1.04852465,0,,0.366146261,0,,
0.301075269,-0.282502444,,1.05036275,0,,0.346016462,0,,
0.301075269,-0.282502444,,1.0520059,0,,0.347256858,0,,
0.301075269,-0.282502444,,1.05509725,0,,0.340881273,0,,
0.301075269,-0.282502444,,1.05671255,0,,0.337320212,0,,
0.301075269,-0.282502444,,1.05793795,0,,0.348997494,0,,
0.301075269,-0.282502444,,1.06083435,0,,0.352531646,0,,
0.315738025,-0.282502444,,1.0615306,0,,0.348451673,0,,
0.315738025,-0.282502444,,1.0636472,0,,0.353594668,0,,
0.315738025,-0.303030303,,1.06451055,0,,0.355456286,0,,
0.315738025,-0.303030303,,1.06723985,0,,0.359819121,0,,
0.315738025,-0.303030303,,1.069997,0,,0.362453229,0,,
0.315738025,-0.303030303,,1.071111,2.79E-05,,0.404796512,0,,
0.315738025,-0.303030303,,1.07325545,0,,0.359528804,0,,
0.315738025,-0.303030303,,1.0746201,2.79E-05,,0.355853697,0,,
0.315738025,-0.303030303,,1.07626325,0,,0.366326866,0,,
0.315738025,-0.303030303,,1.07798995,0,,0.374894834,0,,
0.395894428,-0.400782014,,1.0795774,0,,0.386470078,0,,
0.395894428,-0.400782014,,1.08539805,0,,0.390466176,0,,
0.395894428,-0.400782014,,1.08695765,2.79E-05,,0.381964684,0,,
0.395894428,-0.400782014,,1.08874005,0,,0.410086508,0,,
0.395894428,0,,1.0909959,0,,0.390671576,0,,
0,0,,1.0918314,0,,0.355116353,0,,
0,0,,1.09330745,2.79E-05,,0.322431259,0,,
0,0,,1.09481135,2.79E-05,,0.315045249,0,,
0,0,,1.09748495,2.79E-05,,0.196976395,0,,
0,0,,1.0989053,0,,0.252521818,0,,
0,0,,1.0998522,2.79E-05,,0.30169262,0,,
0,0,,1.10155105,2.79E-05,,0.350479786,0,,
0,0,,1.1026372,2.79E-05,,0.346285359,0,,
0.231671554,0,,1.1041411,2.79E-05,,0.354946631,0,,
0.231671554,-0.228739003,,1.10583995,0,,0.337985437,0,,
0.231671554,-0.228739003,,1.107316,0,,0.316118048,0,,
0.231671554,-0.228739003,,1.11252395,2.79E-05,,0.372637565,0,,
0.231671554,-0.228739003,,1.11341515,0,,0.374768713,0,,
0.231671554,-0.228739003,,1.11553175,2.79E-05,,0.369424639,0,,
0.231671554,-0.228739003,,1.11647865,0,,0.360926616,0,,
0.231671554,-0.228739003,,1.11820535,2.79E-05,,0.341927563,0,,
0.231671554,-0.228739003,,1.11982065,0,,0.32702187,0,,
0.231671554,-0.227761486,,1.1214081,2.79E-05,,0.315536043,0,,
0.231671554,-0.227761486,,1.12455515,2.79E-05,,0.337014067,0,,
0.231671554,-0.227761486,,1.1265325,2.79E-05,,0.337678084,0,,
0.231671554,-0.227761486,,1.12722875,2.79E-05,,0.331350387,0,,
0.231671554,-0.227761486,,1.1288719,0,,0.335239242,0,,
0.231671554,-0.227761486,,1.13062645,0,,0.320252983,0,,
0.231671554,-0.227761486,,1.132381,0,,0.32416703,0,,
0.231671554,-0.227761486,,1.1333279,0,,0.330074074,0,,
0.231671554,-0.227761486,,1.13513815,0,,0.315446694,0,,
0.231671554,-0.227761486,,1.1386194,2.79E-05,,0.306422775,0,,
0.231671554,-0.227761486,,1.13964985,0,,0.330760095,0,,
0.231671554,-0.227761486,,1.14109805,2.79E-05,,0.312438648,0,,
0.231671554,-0.227761486,,1.1422956,0,,0.314911661,0,,
0.314760508,-0.227761486,,1.1436324,2.79E-05,,0.334534535,0,,
0.314760508,-0.227761486,,1.1454148,2.79E-05,,0.359644875,0,,
0.314760508,-0.304985337,,1.1471415,2.79E-05,,0.353763099,0,,
0.314760508,-0.304985337,,1.1497037,0,,0.34319162,0,,
0.314760508,-0.304985337,,1.15156965,0,,0.344784896,0,,
0.314760508,-0.304985337,,1.1544382,0,,0.364409552,0,,
0.314760508,-0.304985337,,1.15507875,2.79E-05,,0.35958683,0,,
0.314760508,-0.304985337,,1.1569447,2.79E-05,,0.358718403,0,,
0.314760508,-0.304985337,,1.1595069,0,,0.345319281,0,,
0.314760508,-0.304985337,,1.16031455,0,,0.358199357,0,,
0.314760508,-0.304985337,,1.161902,0,,0.369424639,0,,
0.314760508,-0.304985337,,1.1650769,0,,0.346608587,0,,
0.314760508,-0.304985337,,1.16800115,0,,0.377115775,0,,
0.314760508,-0.304985337,,1.16844675,2.79E-05,,0.374076561,0,,
0.314760508,-0.304985337,,1.17056335,0,,0.351585924,0,,
0.302052786,-0.304985337,,1.17295845,0,,0.353034384,0,,
0.302052786,-0.304985337,,1.174156,2.79E-05,,0.376414935,0,,
0.302052786,-0.281524927,,1.1753814,0,,0.366206443,0,,
0.302052786,-0.281524927,,1.17808285,2.79E-05,,0.353875476,0,,
0.302052786,-0.281524927,,1.1811185,2.79E-05,,0.373637431,0,,
0.302052786,-0.281524927,,1.18231605,0,,0.357969152,0,,
0.302052786,-0.281524927,,1.18404275,2.79E-05,,0.367111551,0,,
0.302052786,-0.281524927,,1.18593655,0,,0.369179785,0,,
0.302052786,-0.281524927,,1.18699485,2.79E-05,,0.365245902,0,,
0.302052786,-0.281524927,,1.188638,2.79E-05,,0.361394972,0,,
0.318670577,-0.282502444,,1.1904204,2.79E-05,,0.367899604,0,,
0.318670577,-0.282502444,,1.19507135,0,,0.363043832,0,,
0.318670577,-0.282502444,,1.1966031,2.79E-05,,0.384867853,0,,
0.318670577,-0.282502444,,1.1990539,2.79E-05,,0.383873191,0,,
0.318670577,-0.282502444,,1.19980585,0,,0.379104986,0,,
0.318670577,-0.282502444,,1.20259085,0,,0.404649473,0,,
0.318670577,-0.282502444,,1.20353775,0,,0.402383962,0,,
0.346041056,-0.255131965,,1.2051252,2.79E-05,,0.396653018,0,,
0.346041056,-0.255131965,,1.2074646,0,,0.392876036,0,,
0.346041056,-0.255131965,,1.2118092,0,,0.383081155,0,,
0.684261975,-0.255131965,,1.21412075,2.79E-05,,0.452753505,0,,
0.684261975,-0.255131965,,1.21651585,0,,0.502254283,0,,
0.684261975,-0.041055718,,1.22136175,2.79E-05,,0.517057322,0,,
0.684261975,-0.041055718,,1.223172,2.79E-05,,0.493575543,0,,
0.684261975,-0.041055718,,1.22475945,2.79E-05,,0.495551601,0,,
0.684261975,-0.041055718,,1.22748875,0,,0.477906478,0,,
0.720430108,-0.041055718,,1.2300788,2.79E-05,,0.519710753,0,,
0.720430108,-0.041055718,,1.23222325,0,,0.514193399,0,,
0.720430108,0,,1.2341449,2.79E-05,,0.521657691,0,,
0.720430108,0,,1.24208215,2.79E-05,,0.549987657,0,,
0.720430108,0,,1.2431126,2.79E-05,,0.60609358,0,,
0.720430108,0,,1.2463432,0,,0.606753813,0,,
0.720430108,0,,1.24921175,0,,0.619577308,0,,
1,0,,1.2519689,0,,0.604777416,0,,
1,0,,1.25500455,0,,0.694730278,0,,
1,0.598240469,,1.2585972,0,,0.691710649,0,,
1,0.598240469,,1.26742565,2.79E-05,,0.608410705,0,,
1,0.598240469,,1.27143605,0,,0.576455369,0,,
1,0.598240469,,1.2722437,0,,0.540121212,0,,
1,0.598240469,,1.2752515,0,,0.551212271,0,,
1,0.598240469,,1.27767445,2.79E-05,,0.568367347,0,,
1,0.183773216,,1.280543,2.79E-05,,0.596200161,0,,
0.910068426,0.183773216,,1.283328,2.79E-05,,0.620094628,0,,
0.910068426,0.183773216,,1.29377175,2.79E-05,,0.820626151,0,,
0.910068426,0.183773216,,1.29549845,0,,0.849085366,0,,
0.910068426,0.183773216,,1.30034435,0,,0.90642799,0,,
0.910068426,0.183773216,,1.303937,0,,0.954993571,0,,
0.393939394,0.183773216,,1.30775245,0,,0.91274068,0,,
0.393939394,-0.348973607,,1.3120692,2.79E-05,,0.862562911,0,,
0.393939394,-0.348973607,,1.31627455,0,,0.800862689,0,,
0.393939394,-0.348973607,,1.32613345,0,,0.495882484,0,,
0.393939394,-0.348973607,,1.32713605,0,,0.484663911,0,,
0.393939394,-0.348973607,,1.33019955,2.79E-05,,0.367960363,0,,
0.393939394,-0.348973607,,1.33123,2.79E-05,,0.349161573,0,,
0.393939394,-0.348973607,,1.33315165,0,,0.295060257,0,,
0.393939394,-0.348973607,,1.33404285,0,,0.291013584,0,,
0.393939394,-0.348973607,,1.33615945,0,,0.259160172,0,,
0.393939394,-0.348973607,,1.33732915,0,,0.239004505,0,,
0.393939394,-0.348973607,,1.33911155,0,,0.217790811,0,,
0.393939394,-0.348973607,,1.33961285,0,,0.211425318,0,,
0.355816227,-0.348973607,,1.34172945,0,,0.311434163,0,,
0.355816227,-0.348973607,,1.34245355,0,,0.301488498,0,,
0.355816227,-0.33431085,,1.344598,0,,0.287669464,0,,
0.355816227,-0.33431085,,1.34496005,0,,0.281313131,0,,
0.355816227,-0.33431085,,1.34752225,0,,0.261563747,0,,
0.355816227,-0.33431085,,1.34924895,0,,0.27147557,0,,
0.355816227,-0.33431085,,1.35019585,0,,0.304454769,0,,
0.355816227,-0.33431085,,1.35169975,2.79E-05,,0.304122304,0,,
0.336265885,-0.33431085,,1.35331505,0,,0.295843845,0,,
0.336265885,-0.33431085,,1.35470755,0,,0.30781984,0,,
0.336265885,-0.318670577,,1.35621145,0,,0.316702203,0,,
0.336265885,-0.318670577,,1.35777105,2.79E-05,,0.314023961,0,,
0.336265885,-0.318670577,,1.3609738,2.79E-05,,0.310306407,0,,
0.336265885,-0.318670577,,1.36189285,0,,0.318558765,0,,
0.336265885,-0.318670577,,1.36445505,2.79E-05,,0.288825512,0,,
0.336265885,-0.318670577,,1.3648728,0,,0.284292459,0,,
0.336265885,-0.318670577,,1.3659311,0,,0.264545239,0,,
0.336265885,-0.318670577,,1.3673793,0,,0.250929159,0,,
0.318670577,-0.301075269,,1.3684376,0,,0.242913214,0,,
0.318670577,-0.301075269,,1.37080485,0,,0.21866719,0,,
0.318670577,-0.301075269,,1.3717796,2.79E-05,,0.208127043,0,,
0.318670577,-0.301075269,,1.37214165,2.79E-05,,0.198946334,0,,
0.318670577,-0.301075269,,1.37308855,2.79E-05,,0.191573517,0,,
0.318670577,-0.301075269,,1.374119,0,,0.174772513,0,,
0.318670577,-0.301075269,,1.3748988,0,,0.165675193,0,,
0.318670577,-0.301075269,,1.3754558,2.79E-05,,0.048886451,0,,
0.318670577,-0.301075269,,1.37559505,0,,0.040456865,0,,
0.318670577,-0.301075269,,1.37565075,0,,0.019030211,0,,
0.318670577,-0.301075269,,1.3756229,0,,0.019030211,0,,
0.318670577,-0.301075269,,1.3756229,2.79E-05,,0.019030211,0,,
0.318670577,-0.301075269,,1.3756229,2.79E-05,,0.019030211,0,,
0.309872923,-0.301075269,,1.3755672,2.79E-05,,0,0,,
0.309872923,-0.301075269,,1.37548365,2.79E-05,,-0.013643183,0,,
0.309872923,-0.291300098,,1.37531655,0,,-0.040927293,0,,
0.309872923,-0.291300098,,1.3750659,0,,-0.055260678,0,,
0.309872923,-0.291300098,,1.37459245,0,,-0.029198228,0,,
0.309872923,-0.291300098,,1.37453675,0,,-0.022694631,0,,
0.309872923,-0.291300098,,1.37436965,2.79E-05,,-0.039849046,0,,
0.309872923,-0.291300098,,1.3741747,0,,-0.039221209,0,,
0.309872923,-0.291300098,,1.37403545,0,,-0.032936168,0,,
0.309872923,-0.291300098,,1.37397975,2.79E-05,,-0.020501307,0,,
0.318670577,-0.301075269,,1.37392405,0,,-0.01139881,0,,
0.318670577,-0.301075269,,1.37381265,0,,-0.017036635,0,,
0.318670577,-0.301075269,,1.3737291,0,,-0.013199365,0,,
0.318670577,-0.301075269,,1.37370125,0,,-0.011361318,0,,
0.318670577,-0.301075269,,1.37370125,2.79E-05,,-0.011361318,0,,
0.318670577,-0.301075269,,1.3737291,0,,-0.011361318,0,,
0.362658847,-0.301075269,,1.3737291,0,,-0.011361318,0,,
0.362658847,-0.301075269,,1.3737291,0,,-0.011361318,0,,
0.362658847,-0.345063539,,1.37375695,0,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,2.79E-05,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,0,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,2.79E-05,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,0,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,2.79E-05,,-0.0016592,0,,
0.362658847,-0.345063539,,1.37375695,0,,-0.0016592,0,,
0.380254154,-0.362658847,,1.37381265,0,,8.28E-04,0,,
